name,number,rarity,url,name_detail,element,hp,defense,crafting_speed,melee_attack,shot_attack,price,stamina,support,running_speed,sprinting_speed,slow_walk_speed,work_suitability,partner_skill,passive_skills,active_skills,possible_drops
Mammorest,90,Epic,https://palworld.gg/pal/mammorest,Mammorest,Earth,150,90,100,100,85,9450,180,30,600,1030,100,Gathering; Cooling; Deforesting (Lv); Kindling; Generating Electricity; Handiwork; Mining (Lv); Farming; Oil Extracting; Medicine Production; Planting (Lv); Transporting; Watering,"Gaia Crusher
Can be ridden.
Improves efficiency of cutting trees and mining ores while mounted.",,"Bog Blast
- Lv 1
Power:
40
Cooldown:
4
Range:
500 - 3000
Hurls sticky mud
at an enemy.
Seed Machine Gun
- Lv 7
Power:
50
Cooldown:
9
Range:
0 - 300
Fires a volley of hard seeds
at enemies in front of it.
Power Bomb
- Lv 15
Power:
70
Cooldown:
15
Range:
1000 - 9999
Charges a massive amount of energy
before firing a large destructive ball.
Grass Tornado
- Lv 22
Power:
80
Cooldown:
18
Range:
700 - 3000
Generates two tornadoes on either side 
before launching them at an enemy.
Earth Impact
- Lv 30
Power:
100
Cooldown:
30
Range:
0 - 9999
Mammorest's exclusive skill. 
Uses its massive body to shake the earth, 
dealing damage over a wide area.
Spine Vine
- Lv 40
Power:
95
Cooldown:
25
Range:
500 - 9999
Generates spiny thorns that chase an enemy
along the ground, piercing them from below.
Solar Blast
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges solar energy before
blasting enemies with a powerful beam.",(hover over item to see description) Item Amount Rate High Quality Pal Oil 5 - 10 100% Leather 5 - 10 100% Mammorest Meat 2 - 2 100%
Mammorest Cryst,90,Epic,https://palworld.gg/pal/mammorest-cryst,Mammorest Cryst,Ice,150,90,100,100,85,9580,180,30,600,1030,100,Gathering; Cooling (Lv); Deforesting (Lv); Kindling; Generating Electricity; Handiwork; Mining (Lv); Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Ice Crusher
Can be ridden.
Improves efficiency of cutting trees and mining ores while mounted.",,"Stone Cannon
- Lv 1
Power:
70
Cooldown:
15
Range:
500 - 2500
Digs up a boulder
and hurls it at an enemy.
Icicle Cutter
- Lv 7
Power:
55
Cooldown:
10
Range:
500 - 4000
Creates a crescent blade of ice
and hurls it forward.
Power Bomb
- Lv 15
Power:
70
Cooldown:
15
Range:
1000 - 9999
Charges a massive amount of energy
before firing a large destructive ball.
Iceberg
- Lv 22
Power:
70
Cooldown:
15
Range:
100 - 9999
Summons a sharp ice lance
under an enemy.
Earth Impact
- Lv 30
Power:
100
Cooldown:
30
Range:
0 - 9999
Mammorest's exclusive skill. 
Uses its massive body to shake the earth, 
dealing damage over a wide area.
Crystal Breath
- Lv 40
Power:
90
Cooldown:
22
Range:
100 - 1000
Enshrouds an enemy in a frigid blast of air,
dealing continuous damage.
Blizzard Spike
- Lv 50
Power:
130
Cooldown:
45
Range:
1000 - 9999
Creates a giant lump of ice and hurls it at an enemy.
It deals damage to those in the surrounding area upon impact.",(hover over item to see description) Item Amount Rate High Quality Pal Oil 5 - 10 100% Leather 5 - 10 100% Mammorest Meat 2 - 2 100%
Maraith,66,Rare,https://palworld.gg/pal/maraith,Maraith,Dark,75,80,100,50,105,1570,130,100,700,1100,100,Gathering (Lv); Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining (Lv); Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Messenger of Death
Can be ridden.
Changes the player's attack type to COMMON_ELEMENT_NAME_Dark while mounted.",,"Ignis Blast
- Lv 1
Power:
30
Cooldown:
2
Range:
500 - 5000
Hurls a ball of fire 
straight at an enemy.
Dark Ball
- Lv 7
Power:
40
Cooldown:
4
Range:
500 - 1000
Unleashes a sphere of darkness 
that slowly tracks down an enemy.
Flare Arrow
- Lv 15
Power:
55
Cooldown:
10
Range:
500 - 5000
Fires three flaming arrows in succession
that home in on an enemy.
Shadow Burst
- Lv 22
Power:
55
Cooldown:
10
Range:
0 - 300
Quickly discharges dark energy,
damaging those around it.
Spirit Flame
- Lv 30
Power:
75
Cooldown:
16
Range:
500 - 5000
Fires three balls of malice
that relentlessly pursue an enemy.
Spirit Dash
- Lv 35
Power:
90
Cooldown:
15
Range:
1000 - 2500
GhostBeast's exclusive skill.
While running slowly, it continuously launches flickering fireballs toward the enemy.
Nightmare Ball
- Lv 40
Power:
100
Cooldown:
30
Range:
1000 - 9999
Creates a giant ball of darkness
and hurls it at an enemy.
Dark Laser
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges dark energy before
blasting enemies with a powerful beam.",(hover over item to see description) Item Amount Rate Bone 1 - 2 100% Small Pal Soul 1 - 1 15% Crude Oil 1 - 1 50%
Mau,24,Common,https://palworld.gg/pal/mau,Mau,Dark,70,70,100,70,60,1000,100,100,475,550,52,Gathering; Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming (Lv); Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Gold Digger
Sometimes digs up Money
when assigned to MonsterFarm.",,"Bog Blast
- Lv 1
Power:
40
Cooldown:
4
Range:
500 - 3000
Hurls sticky mud
at an enemy.
Dark Ball
- Lv 7
Power:
40
Cooldown:
4
Range:
500 - 1000
Unleashes a sphere of darkness 
that slowly tracks down an enemy.
Shadow Burst
- Lv 15
Power:
55
Cooldown:
10
Range:
0 - 300
Quickly discharges dark energy,
damaging those around it.
Sand Tornado
- Lv 22
Power:
80
Cooldown:
18
Range:
100 - 3000
Generates two sand tornadoes on either side
before launching them at an enemy.
Spirit Flame
- Lv 30
Power:
75
Cooldown:
16
Range:
500 - 5000
Fires three balls of malice
that relentlessly pursue an enemy.
Nightmare Ball
- Lv 40
Power:
100
Cooldown:
30
Range:
1000 - 9999
Creates a giant ball of darkness
and hurls it at an enemy.
Dark Laser
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges dark energy before
blasting enemies with a powerful beam.",(hover over item to see description) Item Amount Rate Gold Coin 100 - 200 50%
Mau Cryst,24,Common,https://palworld.gg/pal/mau-cryst,Mau Cryst,Ice,70,70,100,70,65,1010,100,100,475,550,52,Gathering; Cooling (Lv); Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming (Lv); Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Gold Digger
Sometimes digs up Money
when assigned to MonsterFarm.",,"Ice Missile
- Lv 1
Power:
30
Cooldown:
3
Range:
800 - 3000
Creates ice lances in the air
that fly towards enemies.
Air Cannon
- Lv 7
Power:
25
Cooldown:
2
Range:
500 - 4000
Quickly fires a burst of highly pressurized air.
Bog Blast
- Lv 15
Power:
40
Cooldown:
4
Range:
500 - 3000
Hurls sticky mud
at an enemy.
Icicle Cutter
- Lv 22
Power:
55
Cooldown:
10
Range:
500 - 4000
Creates a crescent blade of ice
and hurls it forward.
Iceberg
- Lv 30
Power:
70
Cooldown:
15
Range:
100 - 9999
Summons a sharp ice lance
under an enemy.
Crystal Breath
- Lv 40
Power:
90
Cooldown:
22
Range:
100 - 1000
Enshrouds an enemy in a frigid blast of air,
dealing continuous damage.
Blizzard Spike
- Lv 50
Power:
130
Cooldown:
45
Range:
1000 - 9999
Creates a giant lump of ice and hurls it at an enemy.
It deals damage to those in the surrounding area upon impact.",(hover over item to see description) Item Amount Rate Ice Organ 1 - 2 100% Sapphire 1 - 1 1%
Melpaca,36,Common,https://palworld.gg/pal/melpaca,Melpaca,Normal,90,90,100,90,75,2740,100,100,500,900,62,Gathering; Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming (Lv); Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Pacapaca Wool
Can be ridden.
Sometimes drops Wool when assigned to
MonsterFarm.",,"Air Cannon
- Lv 1
Power:
25
Cooldown:
2
Range:
500 - 4000
Quickly fires a burst of highly pressurized air.
Fluffy Tackle
- Lv 7
Power:
40
Cooldown:
4
Range:
300 - 1500
Alpaca's exclusive skill.
Charges forward while surrounded by an adorable aura.
Bog Blast
- Lv 15
Power:
40
Cooldown:
4
Range:
500 - 3000
Hurls sticky mud
at an enemy.
Power Shot
- Lv 22
Power:
35
Cooldown:
4
Range:
600 - 3000
Charges energy
into a focused blast.
Shockwave
- Lv 30
Power:
40
Cooldown:
4
Range:
0 - 300
Quickly discharges electricity,
shocking those around it.
Power Bomb
- Lv 40
Power:
70
Cooldown:
15
Range:
1000 - 9999
Charges a massive amount of energy
before firing a large destructive ball.
Pal Blast
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges destructive energy before firing
a high-powered beam forward across a wide area.",(hover over item to see description) Item Amount Rate Wool 2 - 5 100% Leather 1 - 1 100%
Menasting,99,Epic,https://palworld.gg/pal/menasting,Menasting,Earth,100,130,100,100,100,7050,100,100,1000,1200,100,Gathering; Cooling; Deforesting (Lv); Kindling; Generating Electricity; Handiwork; Mining (Lv); Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Steel Scorpion
While fighting together, increases the player's defense
and COMMON_ELEMENT_NAME_Electricity Pals drop more items when defeated.",,"Bog Blast
- Lv 1
Power:
40
Cooldown:
4
Range:
500 - 3000
Hurls sticky mud
at an enemy.
Poison Blast
- Lv 7
Power:
30
Cooldown:
2
Range:
500 - 3000
Hurls poison sludge
at an enemy.
Shadow Burst
- Lv 15
Power:
55
Cooldown:
10
Range:
0 - 300
Quickly discharges dark energy,
damaging those around it.
Stone Cannon
- Lv 22
Power:
70
Cooldown:
15
Range:
500 - 2500
Digs up a boulder
and hurls it at an enemy.
Nightmare Ball
- Lv 30
Power:
100
Cooldown:
30
Range:
1000 - 9999
Creates a giant ball of darkness
and hurls it at an enemy.
Jumping Stinger
- Lv 35
Power:
110
Cooldown:
24
Range:
0 - 3000
Menasting's exclusive skill.
Jumps high and forcefully stabs its prey with its tail.
The poison from the tail is deadly.
Rock Lance
- Lv 40
Power:
150
Cooldown:
55
Range:
100 - 9999
Generates a sharp rock spear
under an enemy.
Dark Laser
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges dark energy before
blasting enemies with a powerful beam.",(hover over item to see description) Item Amount Rate Coal 10 - 10 100% Venom Gland 5 - 10 100%
Menasting Terra,99,Epic,https://palworld.gg/pal/menasting-terra,Menasting Terra,Earth,100,130,100,100,105,8050,100,100,1000,1200,100,Gathering; Cooling; Deforesting (Lv); Kindling; Generating Electricity; Handiwork; Mining (Lv); Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Steel Scorpion
While fighting together, increases the player's defense
and COMMON_ELEMENT_NAME_Electricity Pals drop more items when defeated.",,"Bog Blast
- Lv 1
Power:
40
Cooldown:
4
Range:
500 - 3000
Hurls sticky mud
at an enemy.
Stone Blast
- Lv 7
Power:
55
Cooldown:
10
Range:
500 - 4000
Fires a barrage of stones forward.
Stone Cannon
- Lv 15
Power:
70
Cooldown:
15
Range:
500 - 2500
Digs up a boulder
and hurls it at an enemy.
Sand Tornado
- Lv 22
Power:
80
Cooldown:
18
Range:
100 - 3000
Generates two sand tornadoes on either side
before launching them at an enemy.
Jumping Stinger
- Lv 30
Power:
110
Cooldown:
24
Range:
0 - 3000
Menasting's exclusive skill.
Jumps high and forcefully stabs its prey with its tail.
The poison from the tail is deadly.
Rock Lance
- Lv 40
Power:
150
Cooldown:
55
Range:
100 - 9999
Generates a sharp rock spear
under an enemy.
Rockburst
- Lv 50
Power:
130
Cooldown:
35
Range:
0 - 1200
Causes the ground to shake before hurling a massive stone mass at its surroundings.",(hover over item to see description) Item Amount Rate Crude Oil 1 - 1 50% Flame Organ 1 - 2 100%
Mimog,124,Rare,https://palworld.gg/pal/mimog,Mimog,Normal,60,130,100,100,60,6150,100,100,2000,,40,Gathering (Lv); Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting (Lv); Watering,"Master of Unlocking
When near a treasure chest, MimicDog can open the chest without using a key.
The types of treasure chests that can be opened depend on the skill level.",,"Power Shot
- Lv 1
Power:
35
Cooldown:
4
Range:
600 - 3000
Charges energy
into a focused blast.
Dark Cannon
- Lv 7
Power:
50
Cooldown:
2
Range:
500 - 5000
Hurls an energy ball imbued
with dark energy at an enemy.
Spirit Flame
- Lv 15
Power:
75
Cooldown:
16
Range:
500 - 5000
Fires three balls of malice
that relentlessly pursue an enemy.
Power Bomb
- Lv 22
Power:
70
Cooldown:
15
Range:
1000 - 9999
Charges a massive amount of energy
before firing a large destructive ball.
Air Blade
- Lv 30
Power:
85
Cooldown:
20
Range:
0 - 5000
Sends out sharp blades of air in a fan shape.
Holy Burst
- Lv 40
Power:
120
Cooldown:
30
Range:
0 - 9999
Creates a wide explosion of light
at the enemy's location and around it.
Pal Blast
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges destructive energy before firing
a high-powered beam forward across a wide area.",(hover over item to see description) Item Amount Rate Gold Coin 1000 - 2000 100% Dog Coin 14 - 21 100% Training Manual (XL) 1 - 1 20%
Mossanda,33,Rare,https://palworld.gg/pal/mossanda,Mossanda,Leaf,100,90,100,100,90,6200,130,100,600,1000,50,Gathering; Cooling; Deforesting (Lv); Kindling; Generating Electricity; Handiwork (Lv); Mining; Farming; Oil Extracting; Medicine Production; Planting (Lv); Transporting (Lv); Watering,"Grenadier Panda
Can be ridden.
Can rapidly fire a grenade launcher while mounted.",,"Power Shot
- Lv 1
Power:
35
Cooldown:
4
Range:
600 - 3000
Charges energy
into a focused blast.
Seed Machine Gun
- Lv 7
Power:
50
Cooldown:
9
Range:
0 - 300
Fires a volley of hard seeds
at enemies in front of it.
Stone Cannon
- Lv 15
Power:
70
Cooldown:
15
Range:
500 - 2500
Digs up a boulder
and hurls it at an enemy.
Crushing Punch
- Lv 22
Power:
85
Cooldown:
18
Range:
0 - 700
GrassPanda's exclusive skill.
Winds up its right arm before striking an enemy with a devastating punch.
Seed Mine
- Lv 30
Power:
65
Cooldown:
13
Range:
800 - 9999
Launches a deadly seed.
If it hits an enemy, the seed explodes.
Spine Vine
- Lv 40
Power:
95
Cooldown:
25
Range:
500 - 9999
Generates spiny thorns that chase an enemy
along the ground, piercing them from below.
Solar Blast
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges solar energy before
blasting enemies with a powerful beam.",(hover over item to see description) Item Amount Rate Mushroom 2 - 3 100% Leather 2 - 3 100% Tomato Seeds 1 - 1 50% Onion Seeds 1 - 1 50%
Mossanda Lux,33,Rare,https://palworld.gg/pal/mossanda-lux,Mossanda Lux,Electricity,100,100,100,100,100,6610,130,100,600,1000,50,Gathering; Cooling; Deforesting (Lv); Kindling; Generating Electricity (Lv); Handiwork (Lv); Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting (Lv); Watering,"Grenadier Panda
Can be ridden.
Can rapidly fire a grenade launcher while mounted.",,"Spark Blast
- Lv 1
Power:
30
Cooldown:
2
Range:
500 - 5000
Releases lightning orbs in a fan shape, 
spreading as they travel.
Shockwave
- Lv 7
Power:
40
Cooldown:
4
Range:
0 - 300
Quickly discharges electricity,
shocking those around it.
Lightning Streak
- Lv 15
Power:
75
Cooldown:
16
Range:
500 - 2000
Generates a lightning bolt 
that moves forward in a line.
Blast Punch
- Lv 22
Power:
85
Cooldown:
14
Range:
0 - 700
GrassPanda_Electric's exclusive skill.
Winds up its right arm before delivering an electrically charged punch.
Tri-Lightning
- Lv 30
Power:
90
Cooldown:
22
Range:
0 - 9999
Generates lightning that strikes
an enemy three times from above.
Lightning Strike
- Lv 40
Power:
120
Cooldown:
40
Range:
0 - 500
Acts as a lightning rod, calling down thunderbolts
that electrocute the surrounding area.
Lightning Bolt
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 3000
Charges electric energy before
blasting enemies with a powerful shock.",(hover over item to see description) Item Amount Rate Mushroom 2 - 3 100% Electric Organ 1 - 2 100% Leather 2 - 3 100%
Mozzarina,29,Common,https://palworld.gg/pal/mozzarina,Mozzarina,Normal,90,80,100,100,50,2620,100,100,580,700,55,Gathering; Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming (Lv); Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Milk Maker
Sometimes produces Milk
when assigned to MonsterFarm.",,"Power Shot
- Lv 1
Power:
35
Cooldown:
4
Range:
600 - 3000
Charges energy
into a focused blast.
Bog Blast
- Lv 7
Power:
40
Cooldown:
4
Range:
500 - 3000
Hurls sticky mud
at an enemy.
Air Cannon
- Lv 15
Power:
25
Cooldown:
2
Range:
500 - 4000
Quickly fires a burst of highly pressurized air.
Stone Blast
- Lv 22
Power:
55
Cooldown:
10
Range:
500 - 4000
Fires a barrage of stones forward.
Stone Cannon
- Lv 30
Power:
70
Cooldown:
15
Range:
500 - 2500
Digs up a boulder
and hurls it at an enemy.
Power Bomb
- Lv 40
Power:
70
Cooldown:
15
Range:
1000 - 9999
Charges a massive amount of energy
before firing a large destructive ball.
Pal Blast
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges destructive energy before firing
a high-powered beam forward across a wide area.",(hover over item to see description) Item Amount Rate Mozzarina Meat 2 - 3 100% Milk 1 - 1 100%
Munchill,146,Common,https://palworld.gg/pal/munchill,Munchill,Ice,75,85,100,100,80,1580,100,100,300,450,20,Gathering; Cooling (Lv); Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting (Lv); Watering (Lv),"Icy Maw
While in team, IceCrocodile cools ingredients inside its mouth, making the food in your inventory less likely to spoil.",,"Aqua Gun
- Lv 1
Power:
40
Cooldown:
4
Range:
500 - 5000
Hurls a ball of water
straight at an enemy.
Icicle Cutter
- Lv 7
Power:
55
Cooldown:
10
Range:
500 - 4000
Creates a crescent blade of ice
and hurls it forward.
Crystal Breath
- Lv 15
Power:
90
Cooldown:
22
Range:
100 - 1000
Enshrouds an enemy in a frigid blast of air,
dealing continuous damage.
Chaotic Spray
- Lv 22
Power:
95
Cooldown:
17
Range:
500 - 2000
IceCrocodile's exclusive skill.
Coughs up three cold grenades kept undigested inside its body and lobs them at enemies.
May occasionally spit out something more dangerous...?
Freeze Wall
- Lv 30
Power:
100
Cooldown:
30
Range:
0 - 5000
Creates a wall of ice that rises from the ground.
The ice wall remains standing for a while,
and breaks after taking enough damage.
Torrential Blast
- Lv 40
Power:
110
Cooldown:
35
Range:
500 - 3000
Fires a high-pressure stream of water forward.
After a short delay, the stream branches off to the left and right.
Diamond Rain
- Lv 50
Power:
160
Cooldown:
60
Range:
0 - 9999
Creates numerous lumps of ice that are
consecutively dropped on a foe's head.",(hover over item to see description) Item Amount Rate Pal Fluids 1 - 2 100% Munchill Meat 1 - 1 100%
Necromus,109,Legendary,https://palworld.gg/pal/necromus,Necromus,Dark,130,120,100,100,145,8930,350,100,1300,1900,100,Gathering; Cooling; Deforesting (Lv); Kindling; Generating Electricity; Handiwork; Mining (Lv); Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Dark Knight of the Abyss
Can be ridden.
Can double jump while mounted.","Legend
Rank 4
Attack +20%
Defense +20%
Movement Speed increases 15%
Lord of the Underworld
Rank 3
20% increase in Dark attack damage.","Shadow Burst
- Lv 1
Power:
55
Cooldown:
10
Range:
0 - 300
Quickly discharges dark energy,
damaging those around it.
Spirit Fire
- Lv 7
Power:
45
Cooldown:
7
Range:
1000 - 3000
Shoots fireballs towards an enemy. 
The fireballs explode after a short distance, 
generating smaller fireballs that spread forward.
Spirit Flame
- Lv 15
Power:
75
Cooldown:
16
Range:
500 - 5000
Fires three balls of malice
that relentlessly pursue an enemy.
Nightmare Ball
- Lv 22
Power:
100
Cooldown:
30
Range:
1000 - 9999
Creates a giant ball of darkness
and hurls it at an enemy.
Rock Lance
- Lv 30
Power:
150
Cooldown:
55
Range:
100 - 9999
Generates a sharp rock spear
under an enemy.
Twin Spears
- Lv 40
Power:
120
Cooldown:
40
Range:
0 - 1000
BlackCentaur' exclusive skill.
Clads its twin spears with vicious whirlwinds and charges forward,
thrusting them one after the other.
Dark Laser
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges dark energy before
blasting enemies with a powerful beam.
Apocalypse
- Lv 55
Power:
110
Cooldown:
55
Range:
100 - 9999
Generates several dark vortexes around the enemy.
Stone Beat
- Lv 60
Power:
170
Cooldown:
60
Range:
0 - 5000
Shakes the ground and lifts a massive boulder into the air.",(hover over item to see description) Item Amount Rate Pal Metal Ingot 10 - 10 100% Large Pal Soul 1 - 1 100%
Neptilius,155,Legendary,https://palworld.gg/pal/neptilius,Neptilius,Water,105,125,100,100,145,8690,410,100,750,1120,150,Gathering; Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering (Lv),"Sentinel of the Great Sea
While in team, it follows up your attacks with spear strikes. 
Can be ridden to travel quickly across water.
While mounted, it can leap high into the air over water.","Legend
Rank 4
Attack +20%
Defense +20%
Movement Speed increases 15%
Lunker
Rank 4
20% increase to Water attack damage 
{EffectValue1}% increase to Ice attack damage 
{EffectValue1}% increase to defense.","Aqua Gun
- Lv 1
Power:
40
Cooldown:
4
Range:
500 - 5000
Hurls a ball of water
straight at an enemy.
Bubble Blast
- Lv 7
Power:
65
Cooldown:
13
Range:
1000 - 3500
Fires numerous bubbles
that slowly pursue an enemy.
Splash
- Lv 15
Power:
90
Cooldown:
22
Range:
0 - 9999
Generates a column of water that travels in a straight line.
Torrential Blast
- Lv 22
Power:
110
Cooldown:
35
Range:
500 - 3000
Fires a high-pressure stream of water forward.
After a short delay, the stream branches off to the left and right.
Curtain Splash
- Lv 30
Power:
120
Cooldown:
40
Range:
0 - 9999
Continously creates walls made from water columns at the enemy's location.
Aqua Surge
- Lv 40
Power:
160
Cooldown:
56
Range:
0 - 5000
Generates waves that surge around the enemy from all sides. 
They converge and explode at the center, erupting into a column of water.
Geyser Gush
- Lv 50
Power:
180
Cooldown:
60
Range:
0 - 5000
Erupts massive pillars of water beneath and around the enemy.
Thalassonic Laser
- Lv 60
Power:
200
Cooldown:
60
Range:
0 - 5000
PoseidonOrca's exclusive skill.
Rising slightly, it gathers water at its mouth,
then sweeps a high-pressure stream vertically and horizontally three times.
Fissures form at the swept locations, erupting with water.",(hover over item to see description) Item Amount Rate Pure Quartz 10 - 10 100% Polymer 5 - 5 100% Carbon Fiber 5 - 5 100% Diamond 1 - 1 30% Large Pal Soul 1 - 1 1%
Nitemary,128,Rare,https://palworld.gg/pal/nitemary,Nitemary,Dark,105,105,100,100,95,7180,100,100,380,500,70,Gathering; Cooling; Deforesting; Kindling; Generating Electricity; Handiwork (Lv); Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting (Lv); Watering,"Soul Collector
While fighting together, Pals drop more Pal Souls when defeated.",,"Dark Ball
- Lv 1
Power:
40
Cooldown:
4
Range:
500 - 1000
Unleashes a sphere of darkness 
that slowly tracks down an enemy.
Umbral Surge
- Lv 7
Power:
40
Cooldown:
2
Range:
500 - 5000
Fires high-speed dark orbs in a fan shape, 
spreading as they travel.
Dark Cannon
- Lv 15
Power:
50
Cooldown:
2
Range:
500 - 5000
Hurls an energy ball imbued
with dark energy at an enemy.
Dark Arrow
- Lv 22
Power:
65
Cooldown:
10
Range:
500 - 5000
Fires off dark energy
that homes in on an enemy.
Spirit Flame
- Lv 30
Power:
75
Cooldown:
16
Range:
500 - 5000
Fires three balls of malice
that relentlessly pursue an enemy.
Nightmare Ball
- Lv 40
Power:
100
Cooldown:
30
Range:
1000 - 9999
Creates a giant ball of darkness
and hurls it at an enemy.
Dark Whisp
- Lv 50
Power:
160
Cooldown:
45
Range:
0 - 1500
Fires a menacing ball of dark energy that pursues enemies.",(hover over item to see description) Item Amount Rate Small Pal Soul 1 - 1 100%
Nitewing,38,Common,https://palworld.gg/pal/nitewing,Nitewing,Normal,100,80,100,100,95,6300,100,100,600,750,150,Gathering (Lv); Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Travel Companion
Can be ridden as a flying mount.",,"Air Cannon
- Lv 1
Power:
25
Cooldown:
2
Range:
500 - 4000
Quickly fires a burst of highly pressurized air.
Tornado Attack
- Lv 7
Power:
65
Cooldown:
13
Range:
0 - 2500
HawkBird's exclusive skill.
Generates a tornado ahead before soaring towards its target.
Wind Cutter
- Lv 15
Power:
30
Cooldown:
2
Range:
500 - 5000
Fires a high speed blade of wind
that flies straight at an enemy.
Power Bomb
- Lv 22
Power:
70
Cooldown:
15
Range:
1000 - 9999
Charges a massive amount of energy
before firing a large destructive ball.
Sand Tornado
- Lv 30
Power:
80
Cooldown:
18
Range:
100 - 3000
Generates two sand tornadoes on either side
before launching them at an enemy.
Grass Tornado
- Lv 40
Power:
80
Cooldown:
18
Range:
700 - 3000
Generates two tornadoes on either side 
before launching them at an enemy.
Pal Blast
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges destructive energy before firing
a high-powered beam forward across a wide area.",(hover over item to see description) Item Amount Rate Leather 1 - 3 100%
Nox,21,Rare,https://palworld.gg/pal/nox,Nox,Dark,75,70,100,70,85,1480,100,140,300,500,30,Gathering (Lv); Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Kuudere
While fighting together, changes the player's attack type to COMMON_ELEMENT_NAME_Dark.",,"Air Cannon
- Lv 1
Power:
25
Cooldown:
2
Range:
500 - 4000
Quickly fires a burst of highly pressurized air.
Dark Ball
- Lv 7
Power:
40
Cooldown:
4
Range:
500 - 1000
Unleashes a sphere of darkness 
that slowly tracks down an enemy.
Shadow Burst
- Lv 15
Power:
55
Cooldown:
10
Range:
0 - 300
Quickly discharges dark energy,
damaging those around it.
Power Bomb
- Lv 22
Power:
70
Cooldown:
15
Range:
1000 - 9999
Charges a massive amount of energy
before firing a large destructive ball.
Spirit Flame
- Lv 30
Power:
75
Cooldown:
16
Range:
500 - 5000
Fires three balls of malice
that relentlessly pursue an enemy.
Nightmare Ball
- Lv 40
Power:
100
Cooldown:
30
Range:
1000 - 9999
Creates a giant ball of darkness
and hurls it at an enemy.
Dark Laser
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges dark energy before
blasting enemies with a powerful beam.",(hover over item to see description) Item Amount Rate Leather 1 - 1 100% Small Pal Soul 1 - 1 40%
Nyafia,139,Common,https://palworld.gg/pal/nyafia,Nyafia,Dark,110,100,100,100,100,5180,100,100,600,900,50,Gathering (Lv); Cooling; Deforesting (Lv); Kindling; Generating Electricity; Handiwork (Lv); Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting (Lv); Watering,"Shot-Nyan Mode
When activated, 
BadCatgirl will fire a shotgun at nearby enemies for a limited time.",,"Poison Fog
- Lv 1
Power:
0
Cooldown:
30
Range:
0 - 200
Generates a fog of poison in front, 
causing the opponent to become poisoned.
Poison Blast
- Lv 7
Power:
30
Cooldown:
2
Range:
500 - 3000
Hurls poison sludge
at an enemy.
Stone Blast
- Lv 15
Power:
55
Cooldown:
10
Range:
500 - 4000
Fires a barrage of stones forward.
Shadow Burst
- Lv 22
Power:
55
Cooldown:
10
Range:
0 - 300
Quickly discharges dark energy,
damaging those around it.
Poison Shower
- Lv 30
Power:
90
Cooldown:
22
Range:
0 - 1000
Focuses energy into the body and scatters poison orbs in all directions.
Nightmare Ball
- Lv 40
Power:
100
Cooldown:
30
Range:
1000 - 9999
Creates a giant ball of darkness
and hurls it at an enemy.
Dark Laser
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges dark energy before
blasting enemies with a powerful beam.",(hover over item to see description) Item Amount Rate Leather 1 - 1 100%
